Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Attrition
69,1.3390496160464975,13,1,1.8532136839968498,0.6856540857509986,-0.7802354879208679,-1.8640550789221686,0.47090750251407487,3670,-0.26594404667848104,-0.7203019095980331,-1.6629506364553313,-0.10650036360262632,-1.3485622704830347,1.9880393927607414,-0.5112363479708394,-0.1760159747604878,1.4754947844153752,0.3022538765969407,0
43,-0.9836410378975715,14,4,-1.9807300738619,0.13912013211987068,-3.5523360767404726,-1.9119278832759046,0.9182339204467156,10347,-0.8702333856300701,-1.3929892073003618,-4.9230099884822955,-0.8099208284392151,-0.5966830089905714,1.114565325078257,-0.003334288436860795,-0.9567959830269135,-0.4725961401790917,-1.3924664400656046,0
50,-5.809073559501563,21,1,-1.2956890459832855,-1.237626797307534,-3.873755681222925,-3.112967119248565,4.77974469918998,1185,-3.8671582186666935,-1.0207840667397274,-12.995378379239787,-0.3414668521380449,1.2912921372619275,4.1193712057777905,0.8615048517830253,2.0638948726772517,1.1209143910943595,-8.42909200667862,0
43,-3.2668909334845617,7,1,0.9583347183892318,1.731112739609189,3.406252131035441,-7.138074655457363,-0.09552556485049735,5957,-2.2823506859065783,1.2131068571332646,-3.1550515087637963,0.6180239999077447,-1.3528518540581451,1.546315133613136,-0.9116265122547967,-1.9992200776200961,-1.2591340617408737,0.42696214321164855,0
46,1.2564616367085741,0,1,-4.450122182079576,1.4269260646536497,-1.6508408205766099,2.7583071058811286,2.1030593466678216,8248,2.3219594471252076,1.4541626399625036,6.59885270524416,3.083456019984625,-0.05204874305087515,1.0912566377431137,0.33101398971927926,-1.2489817735045978,3.0096919386809993,3.037208727146849,0
44,-0.061912985030517675,2,2,-1.7205405052048228,-1.160701082921585,0.021989003809256946,-8.072515128512224,-0.5875681416258733,9424,-1.3990000104010143,-6.079448075187974,-7.381938570530151,0.41197363755719074,0.1322307960593392,3.7215450325310995,-0.03452603422825366,-1.7856075516792067,1.5664380791785866,0.5703935758753759,1
19,-0.6985432798763815,5,4,-1.6013946554817797,-0.3781225275703996,0.9003927630708799,-4.115788102700574,3.5866197936219693,5384,2.025709942107993,-1.7304141030393199,-2.220668350056063,-2.1055919708835114,1.940656336417959,3.1284873279600793,-0.1841058974026581,-0.3079731268606761,-1.7088085068537389,-2.3637988436413493,0
49,-0.5210195970485713,39,1,0.7924335610339757,0.8661294262300329,-2.741796509623666,2.310800146559577,1.2618327280529165,6231,-4.235415543171031,-0.7864825044371093,-6.571570209250017,-0.5648010176120348,-0.4038506172412286,2.443708143596271,-0.5976860831031386,2.273308874193811,3.2467683816836894,-4.292406679755536,0
42,-3.682624130456118,5,1,0.6197667134446723,1.1951449928519078,1.6521359261028277,-4.9977999751789195,1.853323317264041,3169,-0.2855124440444605,0.8014601811842303,-2.286824553255204,-0.7853896409722213,-0.14175026740664595,-0.18075954785092496,-0.8299186399655547,-2.197946727955999,-1.6324385423322787,-2.4404305103855912,0
37,-2.848664865812882,9,1,-4.130784481406847,-0.800369974061914,0.449880212134676,-7.71022560622695,3.0617792075434935,7670,0.5248696093212432,-3.2908289110316256,-3.3933482854975163,0.10157217174252156,-0.0502605950253632,2.586210531205004,1.5285008970126213,-3.105317162573015,0.7461232782788599,-1.0846047657263456,0
33,-1.0380104560758603,6,3,-0.6432422899214343,0.2938381056243157,-0.39450603667284756,-2.5514460254981985,-1.1204432392113088,7561,-1.5846423705554211,0.3576684420846449,-1.6207253883862203,0.7477552533757421,-0.8044692182688742,-0.915049620017995,0.30713963010992607,-1.9160008993737818,-1.7833318993094065,0.9176330716494016,1
12,-2.947402893734437,14,1,-1.9673646955495203,0.7353490612704392,2.9131760081646805,-7.8004007587758,1.4688539163580017,2644,2.857188335836229,-4.291539027018835,-4.849272899097626,0.2768538898650314,-0.4120746881366541,2.807778809689114,1.2581362427188096,-3.3328018401143313,-1.5938398680846309,-2.4552256180360192,0
2,-1.1062210533163448,4,5,-5.232504961459942,1.1270736997028736,-1.0972335967766957,2.256823132144699,0.09134420774861796,4711,0.1005338174623307,1.260006236286614,1.7506840549140852,0.5832309701464676,-0.007663329620832821,-0.02679371336240499,0.5107790755729631,0.06579237588877707,-0.9091175578933155,1.4616321697367378,0
