Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Attrition
27,1.1335400238696955,52,4,2.6347598135154198,0.4057270847711824,-6.221692091581866,-3.2567260592202403,3.983160928152399,8181,2.8064629713799385,0.40157438301865245,0.622548728482654,0.707092883517039,-1.5104495183168962,-3.1539019069418215,-0.42639810176991894,-2.3452439628040236,-3.7675652417895624,-2.061453748393544,0
64,1.288566863513711,29,1,2.7157017046477896,-0.24383541232361383,1.8686364860556095,2.4064295893992047,6.29780987644525,10323,3.149872998155645,0.5161545149255289,0.666232070048411,1.1516027294777813,-4.858210673597058,-0.7828496617316684,0.0345764622581906,0.8017373622540906,-0.518803136429908,-0.8471653941251645,1
11,0.3313380701824424,18,1,0.8171235018291558,-0.5817154731288141,1.7705480225395944,4.719226496160007,-6.812847647554566,4825,-4.1760562122315115,1.8689075975602054,-0.27948017121876,1.2272405385131442,-1.1198608782519217,2.6119384768088176,-1.4711063748581474,0.12495968371914412,1.3508813187675788,-5.072543134220174,1
52,1.4363443474135587,15,1,-1.9942918720137404,-0.9018737481195296,-1.476031385443886,-2.760529219494854,1.823881878176395,6629,1.028674753359824,-1.7495797314212984,0.461460878330999,3.013255340805304,0.5560697606787489,0.3610972615285215,-0.927772833426774,0.7638008026249503,-0.8454698091654353,0.07345703328726927,1
2,0.9461059567908653,22,1,-3.328884739631876,-1.2407519774497826,-2.7288839938737706,-1.1109013628607751,-6.070687882499871,4404,1.3512107471495636,-2.0662649757143003,0.044680655770655484,-3.0656089357884233,3.445997321793792,-1.2091611364306716,1.7888397682566957,-1.19522344520774,0.05923501693499156,-0.7259182902170729,0
34,0.327942916649192,0,2,0.6377055638816105,-0.3513702251882082,-1.2634178481559184,0.5988992968254122,3.0360093348292425,7738,1.8570408233554117,-1.9974058570970834,0.7677358563443452,-5.7516155286531285,4.069055409271948,1.1436791209115165,2.4253474156871433,-0.8313006720815016,-1.0844759612641823,3.2109395069136517,0
63,-0.07321263494516395,7,1,2.8178697278844913,-0.11073257802465691,0.7555675721161331,1.0952363028721612,4.16909305328617,4761,2.1114971679461068,1.0212217449099301,0.2250843968253648,1.1334479378813413,-1.4479716901152013,2.0999123589935875,-0.3141321224996778,1.0704652831449246,-1.7914589817464055,1.1114973730796711,0
54,-0.04871115434418034,36,2,3.3486414048228923,-0.13239088352632697,-0.32899654269489487,0.7164345347886426,4.9385925631817615,2475,3.0125353431470185,1.6078661587321443,-0.6726284571494784,1.2752207433951084,0.24646011665741122,2.6021730079751695,-0.5135849775399427,1.93937856801728,-0.9758594426024689,0.4388115961272254,0
60,1.1645660253743433,26,3,2.0154213616614625,0.1822048039320167,2.0834710110431898,0.7587397149466794,2.1543709418459005,6373,0.992308132931896,1.8860150166867171,-0.43323642171197907,4.604658574128647,-3.1218081132992164,-0.7885799642816596,0.20732339289828133,3.508297622389749,-0.2108109853141431,0.1975345186212849,0
36,0.7777950260562261,39,2,3.7025789480248874,-1.7461418092178878,1.196312713215664,5.259701870836782,8.444415352077117,2732,3.687789954085433,-0.6984530375811344,-0.6125673477683731,-7.526712762745571,-1.2244191734449406,2.052810883984742,1.3053849640036628,-2.8191274850176073,-1.0321210222014174,0.5308922425475293,1
38,0.1871212600538295,13,1,-4.228243295978132,-0.15666475233942537,3.7691650239035726,-0.7109480504609378,-3.706117851634999,8701,-0.025665073346514133,0.9157555457422641,-0.9281755833210092,7.260651921116516,-7.790149859493784,-3.5446986803191622,0.6776206338193262,1.0093707217364047,0.08668976995382316,-2.2963230451453525,1
9,0.3458994280962941,1,2,-1.5603102469283479,0.46141477053831176,2.2845538834363506,1.2183175727947604,-6.576763173368587,3717,-0.054827400236661106,1.2778927703307692,-1.5067639392280243,-3.9420676943493493,0.3188504983019931,-1.5511072767485654,-1.764214860716179,-0.973294963636222,1.0583772698433584,1.971643472690312,0
22,-1.1531342715144834,5,2,-1.2981586972280688,-0.5771509699927126,-0.7847784230499626,-2.158709858593245,-2.3718427692205384,7954,-1.0945256990797243,1.415727968966894,-0.8964648807068057,6.018107739238084,-1.408257063663157,0.3263006629055344,-0.3270373373707005,1.3241280514281166,-2.5512210348846933,-0.8216957254031241,1
15,-0.8724394986385232,32,2,0.5487469313366207,-1.0970518016731319,1.9042395246628239,6.789494618184849,0.24411396135449567,8098,2.0723429226550434,-3.473457913824004,1.8096913097484988,-4.670174974758709,-0.055364126080720936,-0.3100798844856718,-0.1351951908033852,1.566447866735945,-1.5964850138687185,0.01944646560950991,1
30,0.552244164074898,19,1,-1.4975660106694524,-1.2442112793343483,-0.234854974364886,0.10416430949970885,0.45460462601137724,9485,1.7772892108587748,-1.1890803957119407,0.4501719801282528,0.8754183770231624,-0.06144829390004351,1.1772735141280593,-0.37777837097368006,0.41905860490146774,-2.261898820839887,0.3846320201596526,0
50,0.5427483724728117,30,2,0.31049917740992905,1.7071175280921305,2.3842219242317064,3.387686001381776,2.2514311799215556,2265,-1.6065559839470374,-3.128573917338941,-0.5764323288190927,-0.6508158621705419,-4.507838780175719,-3.8642384813802932,0.024731279896485513,0.20898268167696088,-1.9069178061175245,0.5297075469035475,1
17,2.609180037684377,3,1,3.2846046962929365,0.5774325516983306,-1.102211008410165,3.3534193151787424,-3.3722918936264468,2312,-2.4186686452096025,0.6301291505987019,0.5993732877301212,1.9679490229203436,-1.2751747470295767,1.3207395841476606,0.5732461266400586,0.7209881616950686,-1.763620145173836,-3.873841760944866,0
27,0.8966344929658158,15,1,-0.9174107040822738,1.2170661497880437,2.0942637391232264,1.2740871492143926,-2.6410215873167644,1282,-0.522064287792897,1.3055054296458675,0.6470429498617861,-0.06490676945668782,-0.403287711615841,2.135862921489249,-1.5132096910151411,-0.5663886093084991,2.885500469863908,-1.8899638210421328,1
42,-0.7723930806471856,18,1,0.46244058189246784,0.3072507240224629,0.7151481515409874,2.5256462766254266,1.589579203800161,4903,-0.9095325460810642,-2.082535163647685,-0.5878479820985512,-2.0535945965374367,0.6994860578683377,2.1899249704266994,-0.1688122200481137,-0.5380552721917897,0.19255845971229713,-0.47694270138332673,0
66,0.8786799466949129,10,1,1.8854291338841593,-0.8544051637537281,-1.2296956646954254,0.42586739726076916,7.521769497259189,7812,2.6119211242881626,-1.0288683901290763,-0.6370502365899045,1.3516262260384244,-5.008532519107607,0.8936881103449033,0.49869212147139824,-2.7840174003277878,-1.4508744073666544,-3.5400912676890686,0
53,-1.6244740238324349,56,1,-2.3472090791331097,1.0568460982650603,3.8571892108400023,5.300653447807104,10.302084871390399,11846,3.983087642323815,-6.707858190264381,2.2891058912249487,-10.155096729823105,2.9586400490761067,4.056157779499969,0.3403553061483253,-1.3671607482475185,-2.070288374522002,6.358122358625858,0
36,-0.10767960663425831,24,1,1.8649618242469779,-1.9558262117327216,-1.5722424944397222,1.432274250320347,4.7950854563756415,197,4.7348825862525805,-0.5165306752830068,-0.4728144409907473,-0.494651841219197,-0.35447994888802126,1.0923243381332657,0.6433674397794696,0.6200453054248022,-1.5412235695184748,-1.3369868283621669,0
5,0.7518084498674871,39,3,0.49670614201883667,0.07486961810474348,-0.05035519581763348,2.495600472181941,1.6691811441254851,9518,2.2208723891235183,0.28099605707909925,-0.5072989451601796,-2.8163296902670307,-0.5981473514736276,0.7590707659046074,0.9062814002743617,-1.365713921729618,-0.6990846034491193,-1.3964698212717948,0
28,1.694027603135616,20,1,0.977994637874327,-0.902194694296317,-2.11946086606451,2.0672225505574144,2.074946485277997,5615,2.560239959169789,-3.2718333483667466,-0.07678363600649532,-8.406630704510825,5.034715311958541,1.868068629228699,0.0023448966578530172,-1.8939858932406048,-0.9043910216586262,2.0930085185360037,0
24,0.6974297725441764,22,2,2.5739803439906503,-0.2518310963344853,-0.7079550687830758,2.8885045951174453,-5.514567161083179,5478,-2.9383997704115146,0.26877089937497,-0.012310539216361169,-0.7727272615713662,0.4024153311163682,1.6378583679051402,-0.793333544948023,-0.49575285203360786,-0.06518914040717716,-2.7075593494341628,0
30,0.8115201136974811,1,2,-1.4598401888005754,0.4358262882033723,2.3962240692112897,3.045326068502587,5.2447973438172975,3632,2.9127287240401243,-2.189517264380301,0.7408973872898771,-4.065648804809995,-2.0021486281109153,0.5327932188821496,0.9802772586693012,-1.8088427875637634,-1.3045267256233593,1.1955106011027437,0
33,-0.5181756570229017,34,4,-1.2637256191646977,-0.9320195705190776,-0.8540775992593292,-0.8599725508347457,6.488577686696038,1008,4.09938958856357,-1.02801689135855,1.3182419199903879,-0.7013524069080767,-4.648972553630984,-2.4084400428131008,0.17974271177943238,-3.2457410269032243,-2.0884536392770983,-1.1757483464477052,0
